class,aa_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
neg,2202,62,62,0,0,0,0,0,0,136,9796,92202,27710,0,0,55654,0,0,0,0,0,132176,122824,19722,5480,0,0,0,0,46,12,0,0,0,0,0,0,47384,82460,0,0,220,78,274,202,31022,97580,468,0,0,0,54024,56226,13850,4498,842,228,112,64,0,0,151936,154,442,38,0,55654,1072,12914,6758,,,,19260,2202.75,151936,151936,153806,466,500,14918,151500,129844,1209600,2712,0,14,0,110957.76,0.0,18725.76,0,0,0,0,0,2286,52378,70618,3934,524,104,0,6,10,151936,348,38,648,7706,2936,43630,71208,3232,98,0,102,122,112160,84720,0,342,0,24,112864,156,78,0,0,0,0,0,0,0,0,608,298,120,0,0,1128,240,3140,932,0,0,0,0,1170720,163.64,108,20278,12788,3378,1040,3654,87516,1020,128,42,0,0,0
neg,333338,,,,,0,0,0,1064024,10118576,20949542,12608326,1967858,92188,0,15446316,0,0,,563288,936034,37076178,33094864,11019538,4320864,,0,0,0,,,0,0,0,0,0,0,34,9861082,36939398,0,31432,4894,7712,14382,15546398,31195024,594,72,6,0,26757586,12017894,3568264,1418236,821544,574004,531912,710600,268890,131584,48667026,,,,,15446316,780350,3283400,7723438,250640,276940,266620,37180,333338.5,48667026,48667026,47852936,106931,,,181740,46800514,1209600,,,,,25754424.96,5273187.84,16538369.28,,,0,84696,1643262,7588246,17387632,16283724,3482018,307214,23464,258,,,48667026,48288,9346,6682082,15080678,4025280,14759798,5968556,226454,32,0,,,,,,,,,,,,,,,,,,,,302080,,,,,,,,,,,,,,,,22099298,10622270,4394104,1380264,2166788,1791184,4134492,204526,7588,0,,
neg,60602,1656,1444,0,0,0,0,0,0,1430,861790,2551060,577040,18376,0,1825134,0,0,0,0,0,3698144,3286918,520632,327886,0,0,0,0,1682,402,0,0,0,0,0,384028,2854640,275090,495938,0,3414,718,1164,96116,2744382,1158958,4944,0,0,0,1390060,831406,526064,444526,429316,332570,55754,0,0,0,4219490,0,326,298,40,1825134,45994,281908,237470,159540,131380,166800,54640,60601.32,4219490,4219490,4215394,17493,2940,53384,580900,4009696,1209600,142910,4,170,0,3524142.72,0,480310.08,0,0,0,0,0,62874,1519312,1806550,553974,55598,10496,892,96,114,4219490,6700,772,5754,349892,190524,2795696,655488,4870,0,0,2754,906,3544158,116314,0,62630,0,14,3585086,2926,368,0,0,0,0,0,0,0,0,24498,66196,11380,0,0,127706,20092,172080,19754,0,0,0,0,38315370,1531.04,1820,518848,826798,558080,266140,497960,383330,326272,220016,386652,25600,0,0
neg,60442,740,670,0,0,0,0,0,0,1536,1229760,2131206,139872,1992,0,1609660,0,0,0,0,0,3283872,3044878,283542,204488,0,0,0,0,1988,486,0,0,0,0,0,0,106086,109916,3288364,0,1596,382,792,10186,2575952,911460,3996,2,0,0,759642,989146,524274,384292,277636,216234,253470,99672,0,0,3567728,0,196,108,12,1609660,33738,143780,139046,82620,116140,,80180,60441.2,3567728,3567728,3576686,17687,10752,111868,1143420,3504366,1209600,97724,0,56,0,3177028.8,0.0,324600.0,0,0,0,0,0,39058,2007546,1248580,187554,16304,5146,178,12,22,3567728,3636,520,1438,223900,108726,2337992,822970,5184,0,0,1032,2152,3182182,91368,390,466,0,50,3197868,1808,262,0,0,0,0,0,0,0,0,15484,52652,9614,0,0,119746,20858,62440,9514,0,0,0,0,9337520,1013.82,1084,350892,538830,304670,198694,487600,502154,421318,285844,403310,11054,0,0
neg,2180,62,42,0,0,0,0,0,0,2614,66328,50822,374,0,0,59824,0,56,0,0,0,112084,103414,17604,5032,0,0,0,0,150,60,0,0,0,0,0,0,35108,83748,1282,0,1482,24,44,62,338,118162,26,0,0,0,37726,61918,13906,4572,950,388,486,190,2,0,129728,4,378,118,0,59824,1196,9788,7774,,,,17280,2179.2,129728,129728,130778,418,468,12678,129360,120138,1209600,1866,0,2,0,108678.72,0.0,10039.68,0,24,0,0,0,30422,85620,3588,422,86,0,0,0,4,129728,1510,32,56,4766,1420,12222,96792,3258,82,0,92,312,108040,83412,0,44,0,0,110054,96,74,0,0,0,0,0,0,0,0,618,376,134,0,0,1286,332,3300,890,115068,122,0,0,1179220,152.12,100,12284,11006,4356,2778,6328,79412,3938,32,4,0,0,0
neg,4,36,,0,0,0,0,0,0,790,7892,2350,0,0,0,3960,0,0,0,0,0,12974,9852,21274,558,0,0,0,0,12,4,0,0,0,0,0,0,0,424,10608,0,1108,34,26,62,1240,8562,0,0,0,0,9558,596,88,226,18,24,90,402,24,6,34266,2,8,8,0,3960,282,17930,3318,1310700,1310700,1310700,21020,3.35,34266,34266,42320,,162,3242,33960,11032,1209600,424,,,,2231.04,0.0,7738.56,,,0,0,164,7600,2510,758,0,0,0,0,,10,34266,1070,14,20,40,498,3500,5600,286,4,0,14,6,1600,60,0,28,0,0,2678,132,38,0,0,0,0,0,0,0,0,204,0,0,1274,166,80,20,2960,404,21692,70,0,0,0,,,9014,1806,162,26,18,6,0,0,0,0,0,0
neg,40812,0,,0,0,0,0,0,0,1176,215654,2192182,1154220,76284,996,1466124,0,0,0,0,0,3110996,2555286,1129226,429364,0,0,0,0,0,0,0,0,0,0,0,84,2348768,207458,1084202,0,6142,3422,3904,47542,2783800,795680,20,2,0,0,1844996,870172,310474,209086,148414,100352,94302,62716,0,0,4241708,262,78,532,0,1466124,52690,630910,489768,334440,267380,365520,147780,40812.06,4241708,4241708,4208708,14366,49956,52720,597260,3640512,1209600,0,,,,2800399.68,0.0,836325.12,0,0,0,0,0,34108,1024106,2011028,543936,24404,2882,48,,6,4241708,7480,1016,180276,576300,364514,2081184,417174,12298,270,0,,,,,,,,,,5016,280,0,0,0,0,0,0,0,0,28972,0,0,0,0,0,0,0,0,0,64106,0,0,39811930,1998.7,2364,884164,935632,391456,229246,540356,384362,164622,67058,43616,0,0,0
neg,982,32,20,0,0,0,0,0,23080,37988,8910,18534,0,0,0,26304,0,0,0,10262,16274,68962,70024,17760,3042,0,0,0,0,116,58,0,0,0,0,0,0,0,54620,33892,0,1174,70,82,138,2738,84310,0,0,0,0,39978,20962,17660,5742,1908,932,448,428,404,50,97078,26,24,34,0,26304,904,4326,13290,,,,17340,982.46,97078,97078,97632,353,0,9376,96440,88512,1209600,1868,0,10,0,51767.04,21230.4,14328.0,0,46,0,18534,37780,10084,19610,2286,210,8,0,0,2,128,97078,1210,48,2370,16982,9696,57384,822,0,0,0,36,90,51474,17752,0,2,0,0,53440,170,130,40,21876,0,0,0,0,0,0,890,210,26,0,0,1892,360,1320,132,0,0,0,0,0,121.9,142,37490,9460,4810,1976,4404,3650,3212,23502,8,0,0,0
neg,36544,,,0,0,0,0,0,568,151184,1031740,928262,79706,354,0,770796,0,86,,4050,10842,1961850,1798076,389410,133306,0,0,0,0,0,0,0,0,0,0,0,19206,875720,849992,446896,0,3054,612,712,2014,107126,1985876,92416,4,0,0,774192,455346,239492,182362,152122,153256,187432,47606,6,0,2355526,92,168,202,52,770796,29226,234188,153338,225420,0,0,160700,36543.62,2355526,2355526,,13754,242684,,1142180,,1209600,0,,,,2028280.32,0,159586.56,,,0,0,26252,556368,1095474,489110,20056,3890,664,0,,0,2355526,3248,320,118490,73760,222870,1662594,105584,4942,6,0,,,,,,,,,,1076,68,,,,,,,,,12430,40360,9398,0,0,105632,16326,4125360,1174636,0,0,0,0,,,,173174,342292,307752,158486,377276,358024,285706,124862,64180,62,0,0
neg,41518,184,152,0,0,0,0,0,250,58918,1216304,1272382,249428,2904,0,1211086,0,0,0,1424,1784,2515940,2220320,422100,236634,0,0,0,0,116,52,0,0,0,0,0,0,572642,1833504,394040,0,2196,534,966,22070,1572738,1197186,4496,0,0,0,1120692,745574,274984,176236,133990,174816,173876,18,0,0,2940220,0,1934,762,32,1211086,32370,196388,224646,157820,177280,,79940,41518.4,2940220,2940220,2932800,14657,51886,47398,512720,2800180,1209600,75846,0,76,0,2330545.92,0,467228.0,0,0,0,0,11398,391228,1257026,905550,215248,16124,3556,56,2,6,2940220,5144,620,47228,332370,116866,777372,1488016,32390,180,0,370,216,2111972,321458,0,39550,0,42,2384580,2124,682,0,0,0,0,0,0,0,0,17470,31330,7512,0,0,73770,14908,490520,161874,0,0,0,0,1518330,1402.3,1550,496256,550422,207348,113242,265700,299914,362900,251306,251900,1198,0,0
neg,44224,434,348,0,0,0,0,0,0,28508,1126128,1451272,198312,1620,0,1276604,0,0,0,0,0,2505252,2130830,553956,318326,0,0,0,0,318,576,0,0,0,0,0,18242,1420732,326270,1040596,0,2208,1626,3996,64158,2309282,424536,34,0,0,0,1068026,640434,310762,265644,215990,204810,100174,0,0,0,3059596,0,120,350,8,1276604,41514,323874,227774,192380,234780,,121960,44224.06,3059596,3059596,3053224,15539,6278,60266,635140,2805840,1209600,62416,0,116,0,2362280.64,0.0,441060.48,0,0,0,0,0,269234,1241694,1088334,191620,11928,2862,168,44,56,3059596,4090,480,29404,239914,108760,1533394,870360,19304,134,0,408,800,2304076,131730,52,23400,0,0,2390310,1684,186,0,0,0,0,0,0,0,0,21680,44134,9178,0,0,92218,13100,81400,18938,0,0,0,0,4515490,1176.96,1154,464016,332832,277836,156934,408674,463460,445544,208996,46728,820,0,0
neg,51250,0,,0,0,0,0,0,4790,351740,2262190,1146380,138174,3558,0,1940564,0,186,0,7006,9670,3675756,3381040,742264,184186,0,0,0,0,0,0,0,6024,10368,6176,19092,32284,394502,2679058,759328,0,7672,3490,4214,43774,1681800,2165872,10,0,0,0,1796936,856874,370998,218996,159340,159182,234536,109798,172,0,4426714,54,3470,6088,0,1940564,39570,433418,307280,172880,162580,284080,109920,51249.77,4426714,4426714,4351040,18002,751672,71570,782360,3906832,1209600,0,,,,3210862.08,0.0,689625.6,,,0,552,64414,1320134,1447550,857704,185200,28274,2982,22,,0,4426714,6252,934,172036,364408,224954,2225306,893422,19492,28,0,,,,,,,,,,4270,94,0,0,0,0,0,0,0,0,21580,23412,3818,0,0,101994,14590,4396100,1364064,0,26022,0,0,17050070,,,727782,763936,510422,276038,715778,625828,219074,66448,1526,0,0,0
neg,30068,0,,0,0,0,0,0,0,642,107576,1432018,376066,2710,0,978498,0,0,,0,0,1846242,1738892,171578,74688,0,0,0,0,0,0,0,0,0,0,0,51964,670646,1169526,26876,0,4710,5020,5156,11636,663400,1228740,348,2,0,0,726826,287972,186636,172304,167594,170738,158968,47034,940,0,2018074,152,974,718,40,978498,13858,96824,74340,116420,0,0,51820,30067.4,2018074,2018074,,13436,223562,,803740,,1209600,0,,,,1729069.44,0.0,186783.36,,,0,0,0,19354,789916,974988,119580,11710,3282,182,,0,2018074,3110,292,85012,63082,292652,1365560,105266,4022,16,0,,,,,,,,,,1098,130,,,,,,,,,7976,22530,4172,0,0,56714,9058,3519520,740468,0,0,0,0,,,,196648,317026,321936,156284,338150,304600,133528,67180,83580,80,0,0
neg,1184,26,22,0,0,0,0,0,0,65300,25380,14708,0,0,0,43818,0,0,0,2012,8232,105342,90554,49390,8140,0,0,0,0,138,198,0,0,0,0,0,0,0,79124,26264,0,264,14,44,1904,254,16678,83686,2536,8,0,69974,23086,5266,2908,1556,730,482,888,380,118,156872,40,46,26,2,43818,1146,34712,14298,,,,48340,1183.85,156872,156872,158624,454,0,15118,155820,105574,1209600,2374,4,10,0,62798.4,19757.76,20694.72,6,30,0,0,20574,65718,16854,1652,560,30,0,0,4,44,156872,2392,34,290,14328,14692,67900,5750,2,0,0,28,408,65018,17070,0,78,0,0,66490,286,252,0,0,460,21964,0,0,0,0,1032,66,12,40170,8686,1264,250,315440,31592,45458,34,0,0,183400,378.4,192,43698,10906,4176,1730,4270,14350,14398,11854,6,0,0,0
neg,62,8,,2,16,0,0,0,0,5720,1484,1826,0,0,0,2872,0,0,0,1408,3016,6118,5684,24064,154,0,0,0,0,40,20,0,0,0,0,0,0,0,0,9030,0,1016,14,26,14,82,7878,0,0,0,0,5118,2650,374,252,36,34,156,410,0,0,31626,2,6,14,12,2872,176,20620,3270,,,,23780,61.27,31626,31626,33520,41,66,3066,31320,9030,1209600,0,,,,5895.36,0.0,2139.84,,,0,0,5306,1358,1534,832,0,0,0,0,,8,31626,1010,12,16,270,1228,4682,1812,0,0,0,,,,,,,,,,92,72,0,0,0,0,0,0,0,0,234,0,0,2506,1106,338,56,19220,3546,0,26,0,0,0,,,3388,3048,1110,498,272,514,170,30,0,0,0,0
neg,26,24,24,0,0,0,0,0,0,0,0,0,0,0,0,4404,0,0,0,0,0,7376,1082,16182,3414,0,0,0,0,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23570,2,6,8,0,4404,384,8408,7622,,,,15920,25.8,23570,23570,204,0,0,2130,23380,13278,1209600,412,2,0,0,3960.0,0.0,8340.48,0,0,0,0,0,0,0,0,0,0,0,0,6,14,23570,0,0,0,0,0,0,0,0,0,0,20,46,4608,176,0,0,0,0,4608,90,32,0,0,0,0,0,0,0,0,442,0,0,3276,904,100,30,5620,562,4732,34,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
neg,61820,2130706432,566,0,0,0,0,0,6626,125052,1576354,1713176,638250,34438,4508,1644524,0,0,0,3608,4942,3693778,3293778,488716,357596,0,0,0,0,2736,416,0,0,0,0,0,2118,1245664,2624106,226516,0,1706,486,650,1000,46378,4046202,1980,2,0,0,1022466,1194956,421774,300742,210442,165876,194566,565978,21604,0,4186622,40,592,926,32,1644524,39634,290646,197046,140100,124740,142140,76120,61819.2,4186622,4186622,4202416,30229,4676,52496,551760,4098404,1209600,136796,2,38,0,3726560.64,0.0,369372.48,0,448,0,32,35402,519666,1699238,1336760,465426,35332,5880,668,4,10,4186622,4834,614,113234,155462,129986,2509124,1134956,49700,494,0,824,1482,3687550,353032,0,1634,0,14,3745050,2370,290,0,0,0,0,0,0,0,0,22450,50468,21550,0,0,87280,15012,16004620,1638542,200328,3578,0,0,11507490,1026.3,1322,386336,824568,759138,413026,715080,479208,233492,116080,164330,7146,0,0
neg,127214,790,0,0,0,0,0,0,127056,1149662,1843030,1087860,410726,68246,5648,8179154,0,344,1194,128768,193988,16572056,15059958,2713296,1428014,2,0,1132,0,1506,472,0,0,0,0,0,0,0,1381352,3310876,0,4982,3506,3110,19630,271390,4096764,179246,113600,0,0,3002186,778264,237798,144808,100612,74270,66306,61574,32482,193928,19416744,40,38,940,12,8179154,284204,1034066,1673802,188820,170000,143120,4760,127214.01,19416744,19416744,19284708,13516,1556,111360,35400,18690846,1209600,188142,0,0,0,10687980.48,201159.36,7786914.24,88,488,0,21908,492502,998940,1748162,1040000,290734,75918,21154,2910,0,140,19416744,5278,630,1666472,455974,498464,1523090,521454,20766,100,0,0,0,0,0,0,0,0,0,0,8458,642,0,0,11460,77704,0,0,0,0,122278,7566,1120,0,0,164164,28022,1078900,114674,4818412,886,0,0,0,1536.86,1502,2279212,1236986,675786,151114,127792,53762,43822,119796,3958,0,0,0
neg,34788,0,,0,0,0,0,0,180,56206,992678,1022902,67578,1852,0,972934,0,0,0,0,0,1756176,1356678,502746,352116,0,0,0,0,0,0,0,0,0,0,0,128348,741616,487264,784168,0,1696,536,738,18742,1471310,647848,524,2,0,0,569468,534924,198682,160856,131444,127290,317680,101052,0,0,2259382,220,786,3870,0,972934,41676,290594,211460,272040,,,225820,34787.8,2259382,2259382,2260072,15402,43862,101234,1044700,2141396,1209600,0,,,,1941797.76,0.0,196430.4,0,0,0,0,8452,210502,1115214,722182,72880,9720,2432,14,,0,2259382,3624,482,22724,134012,84094,984098,891046,21160,156,0,,,,,,,,,,1586,70,0,0,0,0,0,0,0,0,22250,0,0,0,0,0,0,0,0,0,0,0,0,33787830,971.3,1096,211060,377440,296168,143792,276410,282930,246128,161096,146044,328,0,0
